NOMBRE_ESCUELA;FK_ID_COMUNA
ESCUELA JUAN LUIS SANFUENTES;TALCA
LICEO HECTOR PEREZ BIOTT;TALCA
ESCUELA JOSE M. BALMACEDA Y FERNANDEZ;TALCA
ESCUELA PROSPERIDAD;TALCA
ESCUELA CARLOS SPANO;TALCA
ESCUELA LAS ARAUCARIAS;TALCA
ESCUELA CARLOS SALINAS LAGOS;TALCA
ESCUELA EL EDEN;TALCA
ESCUELA LA FLORIDA;TALCA
ESCUELA VILLA LA PAZ;TALCA
ESCUELA FELIPE CUBILLOS BRILLA EL SOL;TALCA
ESCUELA UNO SAN AGUSTIN;TALCA
LORENZO VAROLI GHERARDI;TALCA
LICEO TECNICO PROFESIONAL AULAS DE ESPERANZA DE TALCA;TALCA
ESCUELA LAS AMERICAS;TALCA
ESCUELA COOPERATIVA LIRCAY MANUEL YAÑEZ OLAVE;TALCA
ESCUELA COSTANERA;TALCA
ESCUELA ANTUPEHUEN;TALCA
ESCUELA ESPERANZA;TALCA
LICEO ABATE MOLINA;TALCA
ESCUELA HUILQUILEMU;TALCA
ESCUELA VINA PURISIMA;TALCA
ESCUELA SAN MIGUEL;TALCA
ESCUELA SANTA MARTA;TALCA
ESCUELA PANGUILEMO;TALCA
ESCUELA BASICA PUERTAS NEGRAS;TALCA
ESCUELA EL ORIENTE;TALCA
ESCUELA CENTINELA;TALCA
ESCUELA PARTICULAR AMOR DE DIOS;TALCA
COLEGIO MONSENOR MANUEL LARRAIN;TALCA
COLEGIO INTEGRADO SAN PIO X SECTOR PTE.;TALCA
COLEGIO MARIA RAQUEL;TALCA
INSTITUTO ANDRES BELLO;TALCA
COLEGIO CAMILO HENRIQUEZ;TALCA
COLEGIO MARIA MAZZARELLO;TALCA
COLEGIO PIAGET;TALCA
LICEO SANTA TERESITA;TALCA
CENTRO EDUCATIVO SALESIANOS TALCA;TALCA
COLEGIO ARTISTICO DEL MAULE;TALCA
COLEGIO SAN FRANCISCO DE ASIS;TALCA
COLEGIO DE LA SALLE;TALCA
COLEGIO JUAN IGNACIO MOLINA;TALCA
COLEGIO PARTICULAR MONTESSORI;TALCA
LICEO DE PELARCO;TALCA
ESCUELA HERNAN CIUDAD INOSTROZA;TALCA
ESCUELA ALTO PANGUE;TALCA
ESCUELA PABLO CORREA MONTT;TALCA
ESCUELA EL MANZANO;TALCA
ESCUELA DANTE RONCAGLIOLO BAVESTRELLO;TALCA
ESCUELA PANGUE ARRIBA;TALCA
ESCUELA PANGUE ABAJO;TALCA
ESCUELA EL MILAGRO;TALCA
ESCUELA WILIBALDO NUNEZ;TALCA
ESCUELA LIHUENO;TALCA
ESCUELA PARTICULAR SAN SEBASTIAN;TALCA
LICEO BICENTENARIO AGROINDUSTRIAL RIO CLARO;TALCA
ESCUELA BASICA JUAN LUIS SANFUENTES ANDONAEGUI;TALCA
ESCUELA EL BOLSICO;TALCA
ESCUELA PORVENIR;TALCA
ESCUELA LA CHISPA;TALCA
ESCUELA ODESSA;TALCA
ESCUELA EL GUINDO;TALCA
ESCUELA SANTA HERMINIA;TALCA
ESCUELA CASAS VIEJAS;TALCA
ESCUELA PASO ANCHO;TALCA
ESCUELA MAITENES;TALCA
LICEO SAN CLEMENTE ENTRE RIOS;TALCA
ESCUELA SAN CLEMENTE;TALCA
ESCUELA AURORA;TALCA
ESCUELA DEIDAMIA PAREDES BELLO;TALCA
ESCUELA RAMADILLAS;TALCA
ESCUELA PUNTA DE DIAMANTE;TALCA
ESCUELA PEUMO NEGRO;TALCA
ESCUELA CORRALONES;TALCA
ESCUELA ENRIQUE CORREA GUZMAN;TALCA
ESCUELA LEOPOLDO GUARDA GEYNTES;TALCA
ESCUELA BELLA UNION;TALCA
ESCUELA QUERI;TALCA
ESCUELA CHEQUEN DE LA PENA;TALCA
ESCUELA BAJO LIRCAY;TALCA
ESCUELA BRAMADERO;TALCA
ESCUELA COREL;TALCA
ESCUELA ELENA BURGOS MOREIRA;TALCA
ESCUELA BAJO PERQUIN;TALCA
ESCUELA SAN DIEGO;TALCA
ESCUELA LOS ROBLES DE VILCHES CENTRO;TALCA
ESCUELA PASO NEVADO;TALCA
ESCUELA LOS MONTES;TALCA
ESCUELA VILCHES ALTO;TALCA
ESCUELA EL COLORADO;TALCA
ESCUELA CARRETONES;TALCA
ESCUELA LA PLACETA;TALCA
ESCUELA FLOR DEL LLANO;TALCA
ESCUELA SANTA ELENA;TALCA
COLEGIO PAULA MONTAL;TALCA
COMPLEJO EDUCACIONAL MAULE;TALCA
ESCUELA VILLA CULENAR;TALCA
ESCUELA CALLEJONES;TALCA
ESCUELA COLIN;TALCA
ESCUELA CHACARILLA;TALCA
ESCUELA RURAL DUAO;TALCA
ESCUELA RURAL NUMPAY;TALCA
ESCUELA QUINIPEUMO;TALCA
ESCUELA EL FUERTE;TALCA
ESCUELA EL CANELO;TALCA
ESCUELA SANTA ROSA DE LAVADEROS;TALCA
ESCUELA LINARES DE PERALES;TALCA
ESCUELA VILLA COBIN;TALCA
LICEO TECNICO AGRICOLA MARIA AUXILIADORA;TALCA
ESCUELA AGRICOLA SAN JOSE DE DUAO;TALCA
LICEO SAN IGNACIO;TALCA
ESCUELA PEDRO ANTONIO TEJOS TEJOS;TALCA
ESCUELA MARIA OLGA VEGA VEGA;TALCA
COMPLEJO EDUCACIONAL PENCAHUE;TALCA
ESCUELA PADRE LUIS OLIVA NAVARRETE;TALCA
ESCUELA CORINTO;TALCA
ESCUELA SANTA LAURA DE LO FIGUEROA;TALCA
ESCUELA LA ESPERANZA DEL FUTURO;TALCA
ESCUELA LA PATAGUA;TALCA
ESCUELA RIVERA DEL MAULE;TALCA
INSTITUTO POLITECNICO SUPERIOR EGIDIO ROZ;TALCA
LICEO CONSTITUCION;TALCA
ESCUELA ENRIQUE DONN MULLER;TALCA
ESCUELA SUPERIOR NUEVA BILBAO;TALCA
ESCUELA CERRO ALTO JOSE OPAZO DIAZ;TALCA
LICEO TECNICO PROFESIONAL PUTU;TALCA
LICEO RURAL ENRIQUE MAC IVER;TALCA
ESCUELA LAS CORRIENTES;TALCA
ESCUELA JUNQUILLAR;TALCA
ESCUELA MARIA INES MAROMILLAS;TALCA
ESCUELA BARRANQUILLAS;TALCA
ESCUELA COSTA BLANCA;TALCA
ESCUELA MIGUEL FAUNDEZ MORALES;TALCA
ESCUELA CARRIZALILLO;TALCA
ESCUELA TERESA CONSUELO;TALCA
ESCUELA RURAL QUEBRADA VERDE;TALCA
ESCUELA SANTA AURORA DE CARRIZAL;TALCA
ESCUELA LEONTINA LETELIER LETELIER;TALCA
ESCUELA EDUARDO MACHADO CORSI;TALCA
ESCUELA PARTICULAR SANTA ROSA;TALCA
COLEGIO SAN ALBERTO HURTADO;TALCA
COLEGIO SANTIAGO ONEDERRA;TALCA
COLEGIO CONSTITUCION;TALCA
LICEO LUIS EDMUNDO CORREA ROJAS;TALCA
ESCUELA FRAY PEDRO ARMENGOL VALENZUELA;TALCA
ESCUELA PEDRO ANTONIO GONZALEZ;TALCA
ESCUELA LAS MERCEDES;TALCA
ESCUELA ELENA ARMIJO MORALES;TALCA
ESCUELA ANA LUISA ESPINA RIVERO;TALCA
ESCUELA LA TRICHERA;TALCA
ESCUELA EL SANTO DE TABUNCO;TALCA
ESCUELA CAPILLA DE RAPILERMO;TALCA
ESCUELA JUAN JESUS GONZALEZ AVENDAÑO;TALCA
ESCUELA LA ORILLA;TALCA
ESCUELA DOCAMAVIDA;TALCA
ESCUELA CARMEN ROSA MARTINEZ BAEZA;TALCA
ESCUELA DOMULGO;TALCA
ESCUELA HORNILLOS;TALCA
ESCUELA MANANTIALES;TALCA
ESCUELA JOSE LUIS RICHARDS GONZALEZ;TALCA
ESCUELA JOSE MIGUEL CARRERA;TALCA
ESCUELA MAURICIO LETELIER LETELIER;TALCA
ESCUELA QUEBRADA DE LOS GUINDOS;TALCA
ESCUELA MARINA ROJAS SANDOVAL;TALCA
ESCUELA GASPAR HERRERA HERRERA;TALCA
ESCUELA ALAMEDA LINARES;LINARES
LICEO VALENTIN LETELIER;LINARES
INSTITUTO COMERCIAL;LINARES
ESCUELA UNO ISABEL RIQUELME;LINARES
ESCUELA PRESIDENTE CARLOS IBANEZ DEL C.;LINARES
COLEGIO MARGOT LOYOLA PALACIOS;LINARES
LICEO TECNICO PROFESIONAL DIEGO PORTALES;LINARES
JUAN MARTINEZ DE ROZAS;LINARES
ESCUELA SANTA BARBARA;LINARES
ESCUELA RAMON BELMAR SALDIAS;LINARES
ESCUELA ALEJANDRO GIDI;LINARES
ESCUELA BASICA ESPANA;LINARES
ESCUELA LOS LEONES;LINARES
PEDRO AGUIRRE CERDA;LINARES
ESCUELA SAN VICTOR ALAMOS;LINARES
ESCUELA LAS TOSCAS;LINARES
ESCUELA GRACIELA LETELIER;LINARES
ESCUELA SALOMON SALMAN DABUD;LINARES
ESCUELA LAS HORNILLAS;LINARES
JANUARIO ESPINOSA;LINARES
ESCUELA LOS HUALLES;LINARES
ESCUELA CHUPALLAR;LINARES
ESCUELA MATIAS COUSINO;LINARES
ESCUELA JORGE HERRERA GUZMAN;LINARES
ESCUELA EL CULMEN;LINARES
ESCUELA LLANKANAO MANUEL FRANCISCO MEZA SECO;LINARES
ESCUELA BELLAVISTA;LINARES
ESCUELA LOS MOGOTES;LINARES
ESCUELA CAMILO HENRIQUEZ;LINARES
ESCUELA DE ROBLERIA;LINARES
ESCUELA BASICA ALCALDE HECTOR PINOCHET C;LINARES
ESCUELA PARTICULAR GABRIELA MISTRAL;LINARES
COLEGIO PARTICULAR MANUEL BULNES;LINARES
ESC.AGRIC.PART.SALESIANA DON BOSCO;LINARES
ESCUELA PARTICULAR PROSPERO VILLAR BRAVO;LINARES
LICEO NUESTRA SEÑORA DEL ROSARIO;LINARES
INSTITUTO LINARES;LINARES
COLEGIO AMELIA TRONCOSO;LINARES
COLEGIO SAN MIGUEL ARCANGEL;LINARES
LICEO POLITECNICO DE LINARES;LINARES
COLEGIO CONCEPCION LINARES;LINARES
COLEGIO EVANGELICO ADONAY;LINARES
ESCUELA LUCILA GODOY;LINARES
LICEO JUAN DE DIOS PUGA;LINARES
ESCUELA SILVANO FERNANDEZ;LINARES
ESCUELA SANTA ANA DE QUERI;LINARES
LICEO JUAN GOMEZ MILLAS;LINARES
ESCUELA JORGE SALGADO PICA;LINARES
ESCUELA ALFREDO NOGUERA PRIETO;LINARES
ESCUELA BERNARDO OHIGGINS;LINARES
ESCUELA COIRONAL;LINARES
ESCUELA LUIS AMBROSIO CONCHA;LINARES
ESCUELA PARTICULAR ARTURO PRAT;LINARES
ESCUELA AGRICOLA MARTA MARTINEZ CRUZ;LINARES
LICEO CAPITAN IGNACIO CARRERA PINTO;LINARES
ESCUELA MAULE SUR;LINARES
ESCUELA LA FLORESTA;LINARES
ESCUELA ANDRES BELLO;LINARES
ESCUELA CARLOS DEL CAMPO RIVERA;LINARES
ESCUELA MONSENOR MANUEL LARRAIN E.;LINARES
ESCUELA PANIMAVIDA;LINARES
ESCUELA RARI;LINARES
ESCUELA AMALIA AMSTRONG DE TORRES;LINARES
ESCUELA KURT MOLLER BOCHERENS;LINARES
ESCUELA LA GUARDIA;LINARES
ESCUELA LOMAS DE PUTAGAN;LINARES
ESCUELA PARTICULAR MARTA BRUNET;LINARES
LICEO ARTURO ALESSANDRI PALMA;LINARES
ESCUELA JUAN DE LA CRUZ DOMINGUEZ G.;LINARES
ESCUELA ANSELMO DEL CARMEN TAPIA LOYOLA;LINARES
ESCUELA ROBERTO OPAZO GALVEZ;LINARES
ESCUELA ONOFRE VASQUEZ NORAMBUENA;LINARES
LICEO LAURA URRUTIA BENAVENTE;LINARES
ESCUELA FRANCISCO URRUTIA URRUTIA;LINARES
ESCUELA GABRIEL BENAVENTE BENAVENTE;LINARES
ESCUELA LUIS PEREIRA INIGUEZ;LINARES
ESCUELA MARIA AMBROSIA TAPIA MENDEZ;LINARES
ESCUELA CARLOS MONTERO JARAMILLO;LINARES
ESCUELA DOMINGA CUELLAR IBANEZ;LINARES
ESCUELA JUAN SEGUNDO MUNOZ BRIONES;LINARES
ESCUELA ROBERTO MUNOZ VALDES;LINARES
ESCUELA PAULA JARAQUEMADA;LINARES
ESCUELA EL CARMEN;LINARES
ESCUELA CARLOS CONDELL;LINARES
ESCUELA MANUEL ROZAS ARISTIA;LINARES
ESCUELA SOFIA VASQUEZ REBOLLEDO;LINARES
ESCUELA ANGEL CRUCHAGA SANTA MARIA;LINARES
ESCUELA PEDRO ALESSANDRI VARGAS;LINARES
ESCUELA SANTIAGO BUERAS AVARIA;LINARES
ESCUELA RAMBERTO CARRERA MARTINEZ;LINARES
ESCUELA PARTICULAR NRO 9 LOS CERRILLOS;LINARES
LICEO FEDERICO HEISE MARTI;LINARES
ESCUELA SANTIAGO URRUTIA BENAVENTE;LINARES
ESCUELA LUIS ARMANDO GOMEZ MUNOZ;LINARES
ESCUELA ARRAU MENDEZ;LINARES
ESCUELA NIDER ORREGO QUEVEDO;LINARES
ESCUELA JUANITA ZUNIGA FUENTES;LINARES
ESCUELA JOSE MATTA CALLEJON;LINARES
COLEGIO ALBERTO MOLINA CASTILLO;LINARES
ESCUELA FRANCISCO PEREZ LAVIN;LINARES
ESCUELA IGNACIO URRUTIA DE LA SOTTA;LINARES
ESCUELA ARMANDO GUZMAN MORALES;LINARES
ESCUELA CARLOS ZINIGA FUENTES;LINARES
ESCUELA FRANCISCO MAUREIRA;LINARES
ESCUELA VILLA REINA;LINARES
ESCUELA SOLANO CASTILLO TAPIA;LINARES
ESCUELA RAFAEL RETAMAL LOPEZ;LINARES
ESCUELA JUAN BULNES ALDUNATE;LINARES
ESCUELA LA FORTUNA;LINARES
INSTITUTO PARRAL;LINARES
COLEGIO SAN JOSE;LINARES
COLEGIO PARTICULAR PROVIDENCIA;LINARES
COLEGIO CONCEPCION DE PARRAL;LINARES
LICEO GUILLERMO MARIN LARRAIN;LINARES
ESCUELA COPIHUE;LINARES
ESCUELA SAN ISIDRO;LINARES
ESCUELA GERTRUDIS ALARCON ARCE;LINARES
COLEGIO AJIAL;LINARES
COLEGIO ROBINSON CABRERA BELTRAN;LINARES
ESCUELA AMANDA BENAVENTE D.;LINARES
ESCUELA ROMERAL;LINARES
ESCUELA SANTA ADRIANA;LINARES
ESCUELA SANTA ISABEL;LINARES
ESCUELA SAN RAMON;LINARES
ESCUELA SANTA DELFINA;LINARES
ESCUELA PATRICIO LARRAIN VALENZUELA;LINARES
ESCUELA SANTA CECILIA;LINARES
ESCUELA LOS ROBLES;LINARES
ESCUELA MANTUL;LINARES
ESCUELA MARIA IGNACIA MENA MONROY;LINARES
ESCUELA LA CAPILLA;LINARES
COLEGIO BICENTENARIO POLIVALENTE LAS CAMELIAS;LINARES
ESCUELA TIMOTEO ARAYA ALEGRIA;LINARES
ESCUELA MALAQUIAS CONCHA ORTIZ;LINARES
ESCUELA HERNAN LOBOS ARIAS;LINARES
ESCUELA ALCALDE SERAFIN GUTIERREZ F.;LINARES
ESCUELA ALCALDE ORLANDO RODRIGUEZ DEL C.;LINARES
ESCUELA ALCALDE MANUEL SALVADOR DEL C.;LINARES
ESCUELA ASCENCIO ASTORQUIZA ZABALA;LINARES
ESCUELA TRINIDAD ALCAINO TAPIA;LINARES
ESCUELA PROFESOR RAMON LEIVA NARVAEZ;LINARES
ESCUELA JOSE PALMA FERNANDEZ;LINARES
ESCUELA AGRICOLA SAGRADOS CORAZONES;LINARES
LICEO MANUEL MONTT;LINARES
ESCUELA JOSE MANUEL BALMACEDA;LINARES
ESCUELA MANUEL DE SALAS;LINARES
ESCUELA JUSTA NARVAEZ;LINARES
ESCUELA GERONIMO LAGOS LISBOA;LINARES
ESCUELA IRENE MORALES;LINARES
ESCUELA JORGE GONZALEZ BASTIAS;LINARES
ESCUELA JULIO MONTT SALAMANCA;LINARES
ESCUELA JUAN DE DIOS ALDEA;LINARES
ESCUELA MANUEL RODRIGUEZ;LINARES
ESCUELA PEDRO LAGOS;LINARES
ADELAIDA RIQUELME MESA;LINARES
ESCUELA RAMON CARNICER;LINARES
ESCUELA CANDELARIA PEREZ;LINARES
ESCUELA MARIANO EGANA;LINARES
ESCUELA MARIANO LATORRE;LINARES
ESCUELA AURELIO MEZA RIVERA;LINARES
ESCUELA CAMILA MATTA VIAL;LINARES
INSTITUTO REGIONAL DEL MAULE;LINARES
COLEGIO PARTICULAR PIAGET;LINARES
LICEO SAGRADOS CORAZONES;LINARES
LICEO ANTONIO VARAS;CAUQUENES
LICEO CLAUDINA URRUTIA DE LAVIN;CAUQUENES
LICEO POLITECNICO PEDRO AGUIRRE CERDA;CAUQUENES
ESCUELA ANIBAL PINTO;CAUQUENES
COLEGIO BLANCO ENCALADA;CAUQUENES
ESCUELA ARTISTICA BARRIO ESTACION;CAUQUENES
ESCUELA ECOLOGICA ROSITA OHIGGINS;CAUQUENES
ESCUELA PORONGO;CAUQUENES
ESCUELA PURISIMA CONCEPCION DE POCILLAS;CAUQUENES
ESCUELA LOS CONQUISTADORES;CAUQUENES
ESCUELA ADOLFO QUIROZ HERNANDEZ;CAUQUENES
ESCUELA CLORINDO ALVEAR;CAUQUENES
ESCUELA OCTAVIO PALMA PEREZ;CAUQUENES
ESCUELA HECTOR SILVESTRE PAIVA MANRIQUEZ;CAUQUENES
ESCUELA JAVIERA CARRERA;CAUQUENES
ESCUELA PEDRO DE VALDIVIA;CAUQUENES
ESCUELA RINCON DE PILEN;CAUQUENES
ESCUELA PEDERNALES;CAUQUENES
ESCUELA MARIA GONZALEZ VERA;CAUQUENES
ESCUELA CHORRILLOS;CAUQUENES
ESCUELA ESTER URRUTIA DE RUIZ;CAUQUENES
ESCUELA LA CAPILLA DE PILEN ALTO;CAUQUENES
ESCUELA MIXTA ATENEA;CAUQUENES
ESCUELA EL TROZO;CAUQUENES
ESCUELA CABRERIA;CAUQUENES
LICEO INMACULADA CONCEPCION;CAUQUENES
LICEO PELLUHUE;CAUQUENES
ESCUELA GLADYS CANALES PAREDES;CAUQUENES
ESCUELA BLANCA BUSTOS CASTILLO;CAUQUENES
ESCUELA SAN ALFONSO CANELILLO;CAUQUENES
ESCUELA JOSE RIVAS HERNANDEZ;CAUQUENES
ESCUELA ESCRITORA MARCELA PAZ;CAUQUENES
ESCUELA BENITO MANCILLA PEREZ;CAUQUENES
LICEO FEDERICO ALBERT FAUPP;CAUQUENES
ESCUELA LOS HEROES;CAUQUENES
ESCUELA SAN AMBROSIO;CAUQUENES
ESCUELA PAHUIL;CAUQUENES
ESCUELA CARRERAS CORTAS;CAUQUENES
ESCUELA LOS PEUMOS;CAUQUENES
ESCUELA RELOCA;CAUQUENES
ESCUELA RICARDO SALGADO;CAUQUENES
ESCUELA EMA VASQUEZ GUTIERREZ;CAUQUENES
ESCUELA ANTONIETA LEON VERDUGO;CAUQUENES
ESCUELA QUINIPATO;CAUQUENES
ESCUELA LOANCO;CAUQUENES
LICEO BICENTENARIO MARTA BRUNET CÁRAVES;ÑUBLE
LICEO NARCISO TONDREAU;ÑUBLE
INSTITUTO SUPERIOR DE COMERCIO PROFESOR FERNANDO PÉREZ BECERRA;ÑUBLE
INSTITUTO INDUSTRIAL SUPERIOR DE CHILLÁN;ÑUBLE
INSTITUTO TÉCNICO MABEL CONDEMARÍN GRIMBERG;ÑUBLE
LICEO MARTIN RUIZ DE GAMBOA;ÑUBLE
ESCUELA NUEVA ESPERANZA;ÑUBLE
LICEO VIDA NUEVA;ÑUBLE
LICEO POLIVALENTE JUAN PACHECO ALTAMIRANO;ÑUBLE
LICEO LIBERTADOR BERNARDO O´HIGGINS RIQUELME;ÑUBLE
ESCUELA ARTURO MERINO BENITEZ;ÑUBLE
LICEO REPÚBLICA DE ITALIA ARTURO BONOMETTI BROGI;ÑUBLE
ESCUELA BASICA EL TEJAR;ÑUBLE
ESCUELA MARIA AMALIA SAAVEDRA MARTINEZ;ÑUBLE
ESCUELA BASICA LA CASTILLA;ÑUBLE
ESCUELA BÁSICA ROSITA O´HIGGINS RIQUELME;ÑUBLE
ESCUELA BASICA REYES DE ESPANA;ÑUBLE
ESCUELA BASICA JUAN MADRID AZOLA;ÑUBLE
ESC. BASICA ARTURO MUTIZABAL SOTOMAYOR;ÑUBLE
ESCUELA BASICA QUILAMAPU;ÑUBLE
ESCUELA BASICA JOSE MARIA CARO RODRIGUEZ;ÑUBLE
ESCUELA BASICA LAS CANOAS;ÑUBLE
ESCUELA 27 DE ABRIL;ÑUBLE
ESCUELA BASICA CAPILLA COX;ÑUBLE
ESCUELA BASICA RUCAPEQUEN;ÑUBLE
ESCUELA BASICA QUINCHAMALI;ÑUBLE
ESCUELA BASICA NEBUCO;ÑUBLE
ESCUELA BASICA EL PEUMO;ÑUBLE
ESCUELA BASICA LLOLLINCO;ÑUBLE
ESCUELA BASICA CONFLUENCIA;ÑUBLE
ESCUELA BASICA QUILMO;ÑUBLE
ESCUELA ANTONIO MACHADO;ÑUBLE
ESCUELA LOS JARDINES DE LAUTARO;ÑUBLE
ESCUELA BASICA LOS COLIGUES;ÑUBLE
ESCUELA BASICA PUENTE EL ALA;ÑUBLE
COLEGIO DE LA PURISIMA CONCEPCION;ÑUBLE
COLEGIO SEMINARIO PADRE ALBERTO HURTADO;ÑUBLE
ESCUELA PARTICULAR ADVENTISTA;ÑUBLE
ESCUELA BASICA PARTICULAR EL LIBERTADOR;ÑUBLE
ESCUELA PARTICULAR HISPANO AMERICANO;ÑUBLE
INSTITUTO SANTA MARIA;ÑUBLE
COLEGIO COYAM;ÑUBLE
DEUTSCHE SCHULE CHILLAN;ÑUBLE
COLEGIO SAN VICENTE DE PAUL;ÑUBLE
COLEGIO CRISTIANO HOREB;ÑUBLE
COLEGIO SAN BUENAVENTURA;ÑUBLE
COLEGIO SAGRADO CORAZÓN DE JESÚS;ÑUBLE
COLEGIO SAN VALENTIN;ÑUBLE
COLEGIO CHILLAN;ÑUBLE
LICEO AGRÍCOLA DE CHILLÁN A-8;ÑUBLE
ESCUELA GENERAL DOMINGO URRUTIA;ÑUBLE
CENTRO EDUCACIÓN INTEGRAL ADULTOS CLAUDIO MATTE PÉREZ;ÑUBLE
LICEO POLITECNICO CAP. IGNACIO CARRERA P;ÑUBLE
LICEO BICENTENARIO DE EXCELENCIA DIEGO PORTALES PALAZUELOS;ÑUBLE
ESCUELA GENERAL JOSÉ MIGUEL CARRERA VERDUGO;ÑUBLE
ESCUELA GENERAL SOFANOR PARRA HERMOSILLA;ÑUBLE
ESCUELA FRANCISCO MOYA CLEMENT;ÑUBLE
ESCUELA JOAQUIN DEL PINO ROZAS Y NEGRETE;ÑUBLE
ESCUELA BULI;ÑUBLE
ESCUELA NINQUIHUE;ÑUBLE
ESCUELA AGUA BUENA;ÑUBLE
ESCUELA EL CARBON;ÑUBLE
ESCUELA CACHAPOAL;ÑUBLE
ESCUELA RIBERA DE NUBLE;ÑUBLE
ESCUELA MONTE BLANCO;ÑUBLE
ESCUELA QUINQUEHUA;ÑUBLE
ESCUELA QUILELTO;ÑUBLE
ESCUELA MILLAUQUEN;ÑUBLE
ESCUELA MANUEL ANTONIO CASTILLO VELASCO;ÑUBLE
ESCUELAS LAS JUNTAS;ÑUBLE
ESCUELA JUNQUILLO;ÑUBLE
ESCUELA EL TORREON;ÑUBLE
INSTITUTO SANTA MARIA DE SAN CARLOS;ÑUBLE
LICEO BICENTENARIO POLIVALENTE NUESTRA SEÑORA DE LA MERCED;ÑUBLE
ESCUELA SAN JORGE DE NIQUEN;ÑUBLE
ESCUELA CHACAY;ÑUBLE
LICEO TIUQUILEMU;ÑUBLE
ESCUELA NIQUEN;ÑUBLE
LICEO SAN GREGORIO;ÑUBLE
ESCUELA ZEMITA;ÑUBLE
ESCUELA PUERTAS DE VIRGUIN;ÑUBLE
ESCUELA COLVINDO;ÑUBLE
ESCUELA BULI-CASERIO;ÑUBLE
LICEO BICENTENARIO POLIVALENTE JORGE ALESSANDRI RODRIGUEZ;ÑUBLE
ESCUELA BASICA LOS COIGUES;ÑUBLE
ESCUELA BASICA EL CARACOL;ÑUBLE
ESCUELA BASICA PASO ANCHO;ÑUBLE
ESCUELA BASICA FABIAN DE LA FUENTE;ÑUBLE
ESCUELA BASICA TRABUNCURA;ÑUBLE
ESCUELA BRITANICA GUILLERMINA DRAKE WOOD;ÑUBLE
ESCUELA DOMITILA URREJOLA MENCHACA;ÑUBLE
ESCUELA ENRIQUE GRAF REYES;ÑUBLE
ESCUELA BASICA TANILVORO;ÑUBLE
ESCUELA TALQUIPEN;ÑUBLE
ESCUELA BASICA NIBLINTO;ÑUBLE
ESCUELA GUARDIA MARINA ERNESTO RIQUELME;ÑUBLE
ESCUELA PORVENIR DE CATO;ÑUBLE
ESCUELA BÁSICA EMBALSE COIHUECO;ÑUBLE
ESCUELA HERNÁN MERINO CORREA;ÑUBLE
ESCUELA CANCHA RAYADA;ÑUBLE
ESCUELA GENERAL PEDRO LAGOS MARCHANT;ÑUBLE
ESCUELA MANUEL MATUS HERMOSILLA;ÑUBLE
ESCUELA BENJAMIN VICUNA MACKENNA;ÑUBLE
ESCUELA SAN ANTONIO DE FRUTILLARES;ÑUBLE
COLEGIO ADVENTISTA DE CHILE;ÑUBLE
ESCUELA PARTICULAR LAS MARIPOSAS;ÑUBLE
ESCUELA PARTIC.LOS ALTOS DE MIRAFLORES;ÑUBLE
ESCUELA AGROECOLÓGICAS LAS ISLAS;ÑUBLE
ESCUELA PARTICULAR AMANECER;ÑUBLE
LICEO BICENTENARIO POLITÉCNICO JOSÉ MANUEL PINTO ARIAS;ÑUBLE
ESCUELA JOSE TOHA SOLDEVILLA;ÑUBLE
ESCUELA JAVIER JARPA SOTOMAYOR;ÑUBLE
ESCUELA HECTOR MANUEL ARIAS CORTES;ÑUBLE
ESCUELA SANTA EDUVIGES;ÑUBLE
ESCUELA NIDO DE GOLONDRINAS;ÑUBLE
ESCUELA BASICA JUAN JORGE;ÑUBLE
ESCUELA SAN ALFONSO;ÑUBLE
COLEGIO FRANCISCO DE ASIS;ÑUBLE
LICEO BICENTENARIO MANUEL JESUS ORTIZ;ÑUBLE
LICEO PUEBLO SECO;ÑUBLE
COLEGIO POLITECNICO VICTOR JARA;ÑUBLE
ESCUELA MARÍA LUISA ESPINOZA RUIZ;ÑUBLE
ESCUELA LAS QUILAS;ÑUBLE
ESCUELA CALLE ALEGRE;ÑUBLE
ESCUELA SANTA JUANA;ÑUBLE
ESCUELA COLTON VARIANTE;ÑUBLE
ESCUELA MAYULERMO;ÑUBLE
ESCUELA LOURDES;ÑUBLE
ESCUELA SELVA NEGRA;ÑUBLE
LICEO POLITÉCNICO MARÍA WARD;ÑUBLE
LICEO BICENTENARIO DE EXCELENCIA POLIVALENTE JUVENAL HERNÁNDEZ JAQUE;ÑUBLE
ESCUELA VIRGEN DEL CARMEN;ÑUBLE
ESCUELA DEL CARMEN SAN MARTÍN OTÁROLA;ÑUBLE
ESCUELA NAVIDAD-TREHUALEMU;ÑUBLE
ESCUELA BERNARDINO MUNOZ GONZALEZ;ÑUBLE
ESCUELA CAPILLA NORTE;ÑUBLE
ESCUELA VALLE DE ATACALCO;ÑUBLE
ESCUELA LUIS TEODORO ORTEGA OYARCE;ÑUBLE
ESCUELA SAN RICAEL;ÑUBLE
ESCUELA LAS HORMIGAS;ÑUBLE
ESCUELA MATA REDONDA;ÑUBLE
ESCUELA VERGARA;ÑUBLE
ESCUELA SAN JOSE SUR;ÑUBLE
ESCUELA CHAMIZAL;ÑUBLE
ESCUELA MAIPO;ÑUBLE
ESCUELA DE SAN VICENTE ALTO;ÑUBLE
ESCUELA BALSA ZAPALLAR;ÑUBLE
ESCUELA BÁSICA ADULTOS YUNGAY;ÑUBLE
